ANALYSZ_ID	project	subProject	sampleid	correctSampleid	autoName	rawdataParameter	specificParameter	owner	analysisStat	analysisDir	createTime	finishTime
286879	P20Z10200N0157	null	SS200000330TR_A1	SS200000330TR_A1_web_1	spatialRNAregistration_v1	ProjectID=P20Z10200N0157,SampleID=SS200000330TR_A1,subSampleID=null,SubProjectID=null,LibraryID=null,FQ1=/zfssz3/ST_BIGDATA/stereomics/ImageDatabase/SS200000330TR_A1/SS200000330TR_A1_20220531_200207_1.0.7,FQ2=null	feedback_code=spatialRNAregistration	st_bigdata	Succeeded	/ldfssz1/ST_BIGDATA/P20Z10200N0157/P20Z10200N0157/null/SS200000330TR_A1_web_1	2022-06-01 00:12:01	2022-06-01 10:01:27
286880	P20Z10200N0157	null	FP200000453BL_D5	FP200000453BL_D5_web_4	spatialRNAvisualization_v3	ProjectID=P20Z10200N0157,SampleID=FP200000453BL_D5,subSampleID=2,SubProjectID=null,LibraryID=FP200002960_L01_28,FQ1=/zfssz6/CNGB_DATA/BGISEQ01/DIPSEQ/DIPSEQT10/P20Z10200N0059_Temp/D2107077277/210905_SEQ064_FP200002960_L01_SP2108170340~SP2108170341~SP2108170342~SP2108170343~SP2108170344~SP2108170345~SP2108170346~SP2108170347/FP200002960_L01_28_1.fq.gz,FQ2=/zfssz6/CNGB_DATA/BGISEQ01/DIPSEQ/DIPSEQT10/P20Z10200N0059_Temp/D2107077277/210905_SEQ064_FP200002960_L01_SP2108170340~SP2108170341~SP2108170342~SP2108170343~SP2108170344~SP2108170345~SP2108170346~SP2108170347/FP200002960_L01_28_2.fq.gz|ProjectID=P20Z10200N0157,SampleID=FP200000453BL_D5,subSampleID=2,SubProjectID=null,LibraryID=FP200002960_L01_30,FQ1=/zfssz6/CNGB_DATA/BGISEQ01/DIPSEQ/DIPSEQT10/P20Z10200N0059_Temp/D2107077277/210905_SEQ064_FP200002960_L01_SP2108170340~SP2108170341~SP2108170342~SP2108170343~SP2108170344~SP2108170345~SP2108170346~SP2108170347/FP200002960_L01_30_1.fq.gz,FQ2=/zfssz6/CNGB_DATA/BGISEQ01/DIPSEQ/DIPSEQT10/P20Z10200N0059_Temp/D2107077277/210905_SEQ064_FP200002960_L01_SP2108170340~SP2108170341~SP2108170342~SP2108170343~SP2108170344~SP2108170345~SP2108170346~SP2108170347/FP200002960_L01_30_2.fq.gz|ProjectID=P20Z10200N0157,SampleID=FP200000453BL_D5,subSampleID=2,SubProjectID=null,LibraryID=FP200002960_L01_33,FQ1=/zfssz6/CNGB_DATA/BGISEQ01/DIPSEQ/DIPSEQT10/P20Z10200N0059_Temp/D2107077277/210905_SEQ064_FP200002960_L01_SP2108170340~SP2108170341~SP2108170342~SP2108170343~SP2108170344~SP2108170345~SP2108170346~SP2108170347/FP200002960_L01_33_1.fq.gz,FQ2=/zfssz6/CNGB_DATA/BGISEQ01/DIPSEQ/DIPSEQT10/P20Z10200N0059_Temp/D2107077277/210905_SEQ064_FP200002960_L01_SP2108170340~SP2108170341~SP2108170342~SP2108170343~SP2108170344~SP2108170345~SP2108170346~SP2108170347/FP200002960_L01_33_2.fq.gz|ProjectID=P20Z10200N0157,SampleID=FP200000453BL_D5,subSampleID=2,SubProjectID=null,LibraryID=FP200002960_L01_34,FQ1=/zfssz6/CNGB_DATA/BGISEQ01/DIPSEQ/DIPSEQT10/P20Z10200N0059_Temp/D2107077277/210905_SEQ064_FP200002960_L01_SP2108170340~SP2108170341~SP2108170342~SP2108170343~SP2108170344~SP2108170345~SP2108170346~SP2108170347/FP200002960_L01_34_1.fq.gz,FQ2=/zfssz6/CNGB_DATA/BGISEQ01/DIPSEQ/DIPSEQT10/P20Z10200N0059_Temp/D2107077277/210905_SEQ064_FP200002960_L01_SP2108170340~SP2108170341~SP2108170342~SP2108170343~SP2108170344~SP2108170345~SP2108170346~SP2108170347/FP200002960_L01_34_2.fq.gz|ProjectID=P20Z10200N0157,SampleID=FP200000453BL_D5,subSampleID=2,SubProjectID=null,LibraryID=FP200002960_L01_35,FQ1=/zfssz6/CNGB_DATA/BGISEQ01/DIPSEQ/DIPSEQT10/P20Z10200N0059_Temp/D2107077277/210905_SEQ064_FP200002960_L01_SP2108170340~SP2108170341~SP2108170342~SP2108170343~SP2108170344~SP2108170345~SP2108170346~SP2108170347/FP200002960_L01_35_1.fq.gz,FQ2=/zfssz6/CNGB_DATA/BGISEQ01/DIPSEQ/DIPSEQT10/P20Z10200N0059_Temp/D2107077277/210905_SEQ064_FP200002960_L01_SP2108170340~SP2108170341~SP2108170342~SP2108170343~SP2108170344~SP2108170345~SP2108170346~SP2108170347/FP200002960_L01_35_2.fq.gz|ProjectID=P20Z10200N0157,SampleID=FP200000453BL_D5,subSampleID=2,SubProjectID=null,LibraryID=FP200002960_L01_36,FQ1=/zfssz6/CNGB_DATA/BGISEQ01/DIPSEQ/DIPSEQT10/P20Z10200N0059_Temp/D2107077277/210905_SEQ064_FP200002960_L01_SP2108170340~SP2108170341~SP2108170342~SP2108170343~SP2108170344~SP2108170345~SP2108170346~SP2108170347/FP200002960_L01_36_1.fq.gz,FQ2=/zfssz6/CNGB_DATA/BGISEQ01/DIPSEQ/DIPSEQT10/P20Z10200N0059_Temp/D2107077277/210905_SEQ064_FP200002960_L01_SP2108170340~SP2108170341~SP2108170342~SP2108170343~SP2108170344~SP2108170345~SP2108170346~SP2108170347/FP200002960_L01_36_2.fq.gz|ProjectID=P20Z10200N0157,SampleID=FP200000453BL_D5,subSampleID=2,SubProjectID=null,LibraryID=FP200002960_L01_37,FQ1=/zfssz6/CNGB_DATA/BGISEQ01/DIPSEQ/DIPSEQT10/P20Z10200N0059_Temp/D2107077277/210905_SEQ064_FP200002960_L01_SP2108170340~SP2108170341~SP2108170342~SP2108170343~SP2108170344~SP2108170345~SP2108170346~SP2108170347/FP200002960_L01_37_1.fq.gz,FQ2=/zfssz6/CNGB_DATA/BGISEQ01/DIPSEQ/DIPSEQT10/P20Z10200N0059_Temp/D2107077277/210905_SEQ064_FP200002960_L01_SP2108170340~SP2108170341~SP2108170342~SP2108170343~SP2108170344~SP2108170345~SP2108170346~SP2108170347/FP200002960_L01_37_2.fq.gz|ProjectID=P20Z10200N0157,SampleID=FP200000453BL_D5,subSampleID=2,SubProjectID=null,LibraryID=FP200002960_L01_39,FQ1=/zfssz6/CNGB_DATA/BGISEQ01/DIPSEQ/DIPSEQT10/P20Z10200N0059_Temp/D2107077277/210905_SEQ064_FP200002960_L01_SP2108170340~SP2108170341~SP2108170342~SP2108170343~SP2108170344~SP2108170345~SP2108170346~SP2108170347/FP200002960_L01_39_1.fq.gz,FQ2=/zfssz6/CNGB_DATA/BGISEQ01/DIPSEQ/DIPSEQT10/P20Z10200N0059_Temp/D2107077277/210905_SEQ064_FP200002960_L01_SP2108170340~SP2108170341~SP2108170342~SP2108170343~SP2108170344~SP2108170345~SP2108170346~SP2108170347/FP200002960_L01_39_2.fq.gz|ProjectID=P20Z10200N0157,SampleID=FP200000453BL_D5,subSampleID=1,SubProjectID=null,LibraryID=FP200000453BL,FQ1=/zfssz3/ST_BIGDATA/mask_backup/slideInformationDataBase/T10/FP200000453BL/barcode_position/FP200000453BL_D5.barcodeToPos.bin,FQ2=/zfssz3/ST_BIGDATA/mask_backup/slideInformationDataBase/T10/FP200000453BL/barcode_position/FP200000453BL_D5.barcodeToPos.bin	Tissue=lung|ReadLength=100|BarcodeLength=25|UMI_Start_Pos=25|UMILength=10|BarcodeStart=0|Platform=T10|referenceIndex=mouse|UMIRead=1|SlideArea=72|feedback_code=spatialRNAvisualization	zhongyu1	Succeeded	/jdfssz2/ST_BIGDATA/Stereomics/autoanalysis_backup/P20Z10200N0157/null/FP200000453BL_D5_web_4_backup	2022-06-01 00:33:23	2022-06-02 17:52:00
286881	P20Z10200N0157	null	FP200000435BL_A5	FP200000435BL_A5_web_7	spatialRNAvisualization_v3	ProjectID=P20Z10200N0157,SampleID=FP200000435BL_A5,subSampleID=2,SubProjectID=null,LibraryID=FP200002933_L01_1,FQ1=/zfssz6/CNGB_DATA/BGISEQ01/DIPSEQ/DIPSEQT10/P20Z10200N0059_Temp/D2107077270/210914_SEQ051_FP200002933_L01_SP2108170284~SP2108170285~SP2108170286~SP2108170287~SP2108170288~SP2108170289~SP2108170290~SP2108170291/FP200002933_L01_1_1.fq.gz,FQ2=/zfssz6/CNGB_DATA/BGISEQ01/DIPSEQ/DIPSEQT10/P20Z10200N0059_Temp/D2107077270/210914_SEQ051_FP200002933_L01_SP2108170284~SP2108170285~SP2108170286~SP2108170287~SP2108170288~SP2108170289~SP2108170290~SP2108170291/FP200002933_L01_1_2.fq.gz|ProjectID=P20Z10200N0157,SampleID=FP200000435BL_A5,subSampleID=2,SubProjectID=null,LibraryID=FP200002933_L01_13,FQ1=/zfssz6/CNGB_DATA/BGISEQ01/DIPSEQ/DIPSEQT10/P20Z10200N0059_Temp/D2107077270/210914_SEQ051_FP200002933_L01_SP2108170284~SP2108170285~SP2108170286~SP2108170287~SP2108170288~SP2108170289~SP2108170290~SP2108170291/FP200002933_L01_13_1.fq.gz,FQ2=/zfssz6/CNGB_DATA/BGISEQ01/DIPSEQ/DIPSEQT10/P20Z10200N0059_Temp/D2107077270/210914_SEQ051_FP200002933_L01_SP2108170284~SP2108170285~SP2108170286~SP2108170287~SP2108170288~SP2108170289~SP2108170290~SP2108170291/FP200002933_L01_13_2.fq.gz|ProjectID=P20Z10200N0157,SampleID=FP200000435BL_A5,subSampleID=2,SubProjectID=null,LibraryID=FP200002933_L01_15,FQ1=/zfssz6/CNGB_DATA/BGISEQ01/DIPSEQ/DIPSEQT10/P20Z10200N0059_Temp/D2107077270/210914_SEQ051_FP200002933_L01_SP2108170284~SP2108170285~SP2108170286~SP2108170287~SP2108170288~SP2108170289~SP2108170290~SP2108170291/FP200002933_L01_15_1.fq.gz,FQ2=/zfssz6/CNGB_DATA/BGISEQ01/DIPSEQ/DIPSEQT10/P20Z10200N0059_Temp/D2107077270/210914_SEQ051_FP200002933_L01_SP2108170284~SP2108170285~SP2108170286~SP2108170287~SP2108170288~SP2108170289~SP2108170290~SP2108170291/FP200002933_L01_15_2.fq.gz|ProjectID=P20Z10200N0157,SampleID=FP200000435BL_A5,subSampleID=2,SubProjectID=null,LibraryID=FP200002933_L01_16,FQ1=/zfssz6/CNGB_DATA/BGISEQ01/DIPSEQ/DIPSEQT10/P20Z10200N0059_Temp/D2107077270/210914_SEQ051_FP200002933_L01_SP2108170284~SP2108170285~SP2108170286~SP2108170287~SP2108170288~SP2108170289~SP2108170290~SP2108170291/FP200002933_L01_16_1.fq.gz,FQ2=/zfssz6/CNGB_DATA/BGISEQ01/DIPSEQ/DIPSEQT10/P20Z10200N0059_Temp/D2107077270/210914_SEQ051_FP200002933_L01_SP2108170284~SP2108170285~SP2108170286~SP2108170287~SP2108170288~SP2108170289~SP2108170290~SP2108170291/FP200002933_L01_16_2.fq.gz|ProjectID=P20Z10200N0157,SampleID=FP200000435BL_A5,subSampleID=2,SubProjectID=null,LibraryID=FP200002933_L01_2,FQ1=/zfssz6/CNGB_DATA/BGISEQ01/DIPSEQ/DIPSEQT10/P20Z10200N0059_Temp/D2107077270/210914_SEQ051_FP200002933_L01_SP2108170284~SP2108170285~SP2108170286~SP2108170287~SP2108170288~SP2108170289~SP2108170290~SP2108170291/FP200002933_L01_2_1.fq.gz,FQ2=/zfssz6/CNGB_DATA/BGISEQ01/DIPSEQ/DIPSEQT10/P20Z10200N0059_Temp/D2107077270/210914_SEQ051_FP200002933_L01_SP2108170284~SP2108170285~SP2108170286~SP2108170287~SP2108170288~SP2108170289~SP2108170290~SP2108170291/FP200002933_L01_2_2.fq.gz|ProjectID=P20Z10200N0157,SampleID=FP200000435BL_A5,subSampleID=2,SubProjectID=null,LibraryID=FP200002933_L01_25,FQ1=/zfssz6/CNGB_DATA/BGISEQ01/DIPSEQ/DIPSEQT10/P20Z10200N0059_Temp/D2107077270/210914_SEQ051_FP200002933_L01_SP2108170284~SP2108170285~SP2108170286~SP2108170287~SP2108170288~SP2108170289~SP2108170290~SP2108170291/FP200002933_L01_25_1.fq.gz,FQ2=/zfssz6/CNGB_DATA/BGISEQ01/DIPSEQ/DIPSEQT10/P20Z10200N0059_Temp/D2107077270/210914_SEQ051_FP200002933_L01_SP2108170284~SP2108170285~SP2108170286~SP2108170287~SP2108170288~SP2108170289~SP2108170290~SP2108170291/FP200002933_L01_25_2.fq.gz|ProjectID=P20Z10200N0157,SampleID=FP200000435BL_A5,subSampleID=2,SubProjectID=null,LibraryID=FP200002933_L01_26,FQ1=/zfssz6/CNGB_DATA/BGISEQ01/DIPSEQ/DIPSEQT10/P20Z10200N0059_Temp/D2107077270/210914_SEQ051_FP200002933_L01_SP2108170284~SP2108170285~SP2108170286~SP2108170287~SP2108170288~SP2108170289~SP2108170290~SP2108170291/FP200002933_L01_26_1.fq.gz,FQ2=/zfssz6/CNGB_DATA/BGISEQ01/DIPSEQ/DIPSEQT10/P20Z10200N0059_Temp/D2107077270/210914_SEQ051_FP200002933_L01_SP2108170284~SP2108170285~SP2108170286~SP2108170287~SP2108170288~SP2108170289~SP2108170290~SP2108170291/FP200002933_L01_26_2.fq.gz|ProjectID=P20Z10200N0157,SampleID=FP200000435BL_A5,subSampleID=2,SubProjectID=null,LibraryID=FP200002933_L01_3,FQ1=/zfssz6/CNGB_DATA/BGISEQ01/DIPSEQ/DIPSEQT10/P20Z10200N0059_Temp/D2107077270/210914_SEQ051_FP200002933_L01_SP2108170284~SP2108170285~SP2108170286~SP2108170287~SP2108170288~SP2108170289~SP2108170290~SP2108170291/FP200002933_L01_3_1.fq.gz,FQ2=/zfssz6/CNGB_DATA/BGISEQ01/DIPSEQ/DIPSEQT10/P20Z10200N0059_Temp/D2107077270/210914_SEQ051_FP200002933_L01_SP2108170284~SP2108170285~SP2108170286~SP2108170287~SP2108170288~SP2108170289~SP2108170290~SP2108170291/FP200002933_L01_3_2.fq.gz|ProjectID=P20Z10200N0157,SampleID=FP200000435BL_A5,subSampleID=1,SubProjectID=null,LibraryID=FP200000435BL,FQ1=/jdfssz2/ST_BIGDATA/Stereomics/slideInformationDataBase/T10/FP200000435BL/barcode_position/FP200000435BL_A5.barcodeToPos.h5,FQ2=/jdfssz2/ST_BIGDATA/Stereomics/slideInformationDataBase/T10/FP200000435BL/barcode_position/FP200000435BL_A5.barcodeToPos.h5	Tissue=lung|ReadLength=100|BarcodeLength=25|UMI_Start_Pos=25|UMILength=10|BarcodeStart=0|Platform=T10|referenceIndex=mouse|UMIRead=1|SlideArea=72|Image=/zfssz3/ST_BIGDATA/stereomics/ImageDatabase/FP200000435BL_A5/FP200000435BL_A5_20220524_155423_1.0.7|feedback_code=spatialRNAvisualization	zhongyu1	Succeeded	/zfssz3/ST_BIGDATA/autoanalysis_backup_2/P20Z10200N0157/null/FP200000435BL_A5_web_7_backup	2022-06-01 00:36:14	2022-06-02 14:12:22
286882	P20Z10200N0157	null	FP200000435BL_B3	FP200000435BL_B3_web_6	spatialRNAvisualization_v3	ProjectID=P20Z10200N0157,SampleID=FP200000435BL_B3,subSampleID=2,SubProjectID=null,LibraryID=FP200002927_L01_1,FQ1=/zfssz6/CNGB_DATA/BGISEQ01/DIPSEQ/DIPSEQT10/P20Z10200N0059_Temp/D2107077276/210905_SEQ033_FP200002927_L01_SP2108170332~SP2108170333~SP2108170334~SP2108170335~SP2108170336~SP2108170337~SP2108170338~SP2108170339/FP200002927_L01_1_1.fq.gz,FQ2=/zfssz6/CNGB_DATA/BGISEQ01/DIPSEQ/DIPSEQT10/P20Z10200N0059_Temp/D2107077276/210905_SEQ033_FP200002927_L01_SP2108170332~SP2108170333~SP2108170334~SP2108170335~SP2108170336~SP2108170337~SP2108170338~SP2108170339/FP200002927_L01_1_2.fq.gz|ProjectID=P20Z10200N0157,SampleID=FP200000435BL_B3,subSampleID=2,SubProjectID=null,LibraryID=FP200002927_L01_13,FQ1=/zfssz6/CNGB_DATA/BGISEQ01/DIPSEQ/DIPSEQT10/P20Z10200N0059_Temp/D2107077276/210905_SEQ033_FP200002927_L01_SP2108170332~SP2108170333~SP2108170334~SP2108170335~SP2108170336~SP2108170337~SP2108170338~SP2108170339/FP200002927_L01_13_1.fq.gz,FQ2=/zfssz6/CNGB_DATA/BGISEQ01/DIPSEQ/DIPSEQT10/P20Z10200N0059_Temp/D2107077276/210905_SEQ033_FP200002927_L01_SP2108170332~SP2108170333~SP2108170334~SP2108170335~SP2108170336~SP2108170337~SP2108170338~SP2108170339/FP200002927_L01_13_2.fq.gz|ProjectID=P20Z10200N0157,SampleID=FP200000435BL_B3,subSampleID=2,SubProjectID=null,LibraryID=FP200002927_L01_15,FQ1=/zfssz6/CNGB_DATA/BGISEQ01/DIPSEQ/DIPSEQT10/P20Z10200N0059_Temp/D2107077276/210905_SEQ033_FP200002927_L01_SP2108170332~SP2108170333~SP2108170334~SP2108170335~SP2108170336~SP2108170337~SP2108170338~SP2108170339/FP200002927_L01_15_1.fq.gz,FQ2=/zfssz6/CNGB_DATA/BGISEQ01/DIPSEQ/DIPSEQT10/P20Z10200N0059_Temp/D2107077276/210905_SEQ033_FP200002927_L01_SP2108170332~SP2108170333~SP2108170334~SP2108170335~SP2108170336~SP2108170337~SP2108170338~SP2108170339/FP200002927_L01_15_2.fq.gz|ProjectID=P20Z10200N0157,SampleID=FP200000435BL_B3,subSampleID=2,SubProjectID=null,LibraryID=FP200002927_L01_16,FQ1=/zfssz6/CNGB_DATA/BGISEQ01/DIPSEQ/DIPSEQT10/P20Z10200N0059_Temp/D2107077276/210905_SEQ033_FP200002927_L01_SP2108170332~SP2108170333~SP2108170334~SP2108170335~SP2108170336~SP2108170337~SP2108170338~SP2108170339/FP200002927_L01_16_1.fq.gz,FQ2=/zfssz6/CNGB_DATA/BGISEQ01/DIPSEQ/DIPSEQT10/P20Z10200N0059_Temp/D2107077276/210905_SEQ033_FP200002927_L01_SP2108170332~SP2108170333~SP2108170334~SP2108170335~SP2108170336~SP2108170337~SP2108170338~SP2108170339/FP200002927_L01_16_2.fq.gz|ProjectID=P20Z10200N0157,SampleID=FP200000435BL_B3,subSampleID=2,SubProjectID=null,LibraryID=FP200002927_L01_2,FQ1=/zfssz6/CNGB_DATA/BGISEQ01/DIPSEQ/DIPSEQT10/P20Z10200N0059_Temp/D2107077276/210905_SEQ033_FP200002927_L01_SP2108170332~SP2108170333~SP2108170334~SP2108170335~SP2108170336~SP2108170337~SP2108170338~SP2108170339/FP200002927_L01_2_1.fq.gz,FQ2=/zfssz6/CNGB_DATA/BGISEQ01/DIPSEQ/DIPSEQT10/P20Z10200N0059_Temp/D2107077276/210905_SEQ033_FP200002927_L01_SP2108170332~SP2108170333~SP2108170334~SP2108170335~SP2108170336~SP2108170337~SP2108170338~SP2108170339/FP200002927_L01_2_2.fq.gz|ProjectID=P20Z10200N0157,SampleID=FP200000435BL_B3,subSampleID=2,SubProjectID=null,LibraryID=FP200002927_L01_25,FQ1=/zfssz6/CNGB_DATA/BGISEQ01/DIPSEQ/DIPSEQT10/P20Z10200N0059_Temp/D2107077276/210905_SEQ033_FP200002927_L01_SP2108170332~SP2108170333~SP2108170334~SP2108170335~SP2108170336~SP2108170337~SP2108170338~SP2108170339/FP200002927_L01_25_1.fq.gz,FQ2=/zfssz6/CNGB_DATA/BGISEQ01/DIPSEQ/DIPSEQT10/P20Z10200N0059_Temp/D2107077276/210905_SEQ033_FP200002927_L01_SP2108170332~SP2108170333~SP2108170334~SP2108170335~SP2108170336~SP2108170337~SP2108170338~SP2108170339/FP200002927_L01_25_2.fq.gz|ProjectID=P20Z10200N0157,SampleID=FP200000435BL_B3,subSampleID=2,SubProjectID=null,LibraryID=FP200002927_L01_26,FQ1=/zfssz6/CNGB_DATA/BGISEQ01/DIPSEQ/DIPSEQT10/P20Z10200N0059_Temp/D2107077276/210905_SEQ033_FP200002927_L01_SP2108170332~SP2108170333~SP2108170334~SP2108170335~SP2108170336~SP2108170337~SP2108170338~SP2108170339/FP200002927_L01_26_1.fq.gz,FQ2=/zfssz6/CNGB_DATA/BGISEQ01/DIPSEQ/DIPSEQT10/P20Z10200N0059_Temp/D2107077276/210905_SEQ033_FP200002927_L01_SP2108170332~SP2108170333~SP2108170334~SP2108170335~SP2108170336~SP2108170337~SP2108170338~SP2108170339/FP200002927_L01_26_2.fq.gz|ProjectID=P20Z10200N0157,SampleID=FP200000435BL_B3,subSampleID=2,SubProjectID=null,LibraryID=FP200002927_L01_3,FQ1=/zfssz6/CNGB_DATA/BGISEQ01/DIPSEQ/DIPSEQT10/P20Z10200N0059_Temp/D2107077276/210905_SEQ033_FP200002927_L01_SP2108170332~SP2108170333~SP2108170334~SP2108170335~SP2108170336~SP2108170337~SP2108170338~SP2108170339/FP200002927_L01_3_1.fq.gz,FQ2=/zfssz6/CNGB_DATA/BGISEQ01/DIPSEQ/DIPSEQT10/P20Z10200N0059_Temp/D2107077276/210905_SEQ033_FP200002927_L01_SP2108170332~SP2108170333~SP2108170334~SP2108170335~SP2108170336~SP2108170337~SP2108170338~SP2108170339/FP200002927_L01_3_2.fq.gz|ProjectID=P20Z10200N0157,SampleID=FP200000435BL_B3,subSampleID=1,SubProjectID=null,LibraryID=FP200000435BL,FQ1=/jdfssz2/ST_BIGDATA/Stereomics/slideInformationDataBase/T10/FP200000435BL/barcode_position/FP200000435BL_B3.barcodeToPos.h5,FQ2=/jdfssz2/ST_BIGDATA/Stereomics/slideInformationDataBase/T10/FP200000435BL/barcode_position/FP200000435BL_B3.barcodeToPos.h5	Tissue=lung|ReadLength=100|BarcodeLength=25|UMI_Start_Pos=25|UMILength=10|BarcodeStart=0|Platform=T10|referenceIndex=mouse|UMIRead=1|SlideArea=72|Image=/zfssz3/ST_BIGDATA/stereomics/ImageDatabase/FP200000435BL_B3/FP200000435BL_B3_20220524_155647_1.0.7|feedback_code=spatialRNAvisualization	zhongyu1	Succeeded	/jdfssz2/ST_BIGDATA/Stereomics/autoanalysis_backup/P20Z10200N0157/null/FP200000435BL_B3_web_6_backup	2022-06-01 00:36:39	2022-06-04 20:46:22
286883	P20Z10200N0157	null	C00950	C00950_web_0	spatialRNAqc	ProjectID=P20Z10200N0157,SampleID=C00950,subSampleID=null,SubProjectID=null,LibraryID=null,FQ1=/ldfssz2/zebra_bgiseq500/BGISEQ02/DIPSEQ/DIPSEQT10/P20Z10200N0039_Temp/Temp/220531_SEQ042_SS200000950BL_L01_Temp/SS200000950BL_L01_read.fq.gz,FQ2=null	BarcodeStart=0|BarcodeLength=25|BarcodeSegment=1|RC=false|Platform=T10|FragmentID=C00950|Positions=1-41_1-41|FovListFile=/ldfssz1/ST_BIGDATA/RELEASE/workflows/spatialRNA_qc/T10_41_41.txt|feedback_code=spatialRNAqc	st_bigdata	Succeeded	/jdfssz1/ST_BIGDATA/Stereomics/P20Z10200N0157/null/C00950_web_0	2022-06-01 01:27:22	2022-06-01 15:52:00
286884	P20Z10200N0157	null	SS200000950BL	SS200000950BL_web_0	spatialRNAqc	ProjectID=P20Z10200N0157,SampleID=SS200000950BL,subSampleID=null,SubProjectID=null,LibraryID=null,FQ1=/ldfssz2/zebra_bgiseq500/BGISEQ02/DIPSEQ/DIPSEQT10/P20Z10200N0039_Temp/Temp/220531_SEQ042_SS200000950BL_L01_Temp/SS200000950BL_L01_read.fq.gz,FQ2=null	BarcodeStart=0|BarcodeLength=25|BarcodeSegment=1|RC=false|Platform=T10|FragmentID=SS200000950BL|Positions=1-41_1-41|FovListFile=/ldfssz1/ST_BIGDATA/RELEASE/workflows/spatialRNA_qc/T10_41_41.txt|feedback_code=spatialRNAqc	st_bigdata	Succeeded	/jdfssz1/ST_BIGDATA/Stereomics/P20Z10200N0157/null/SS200000950BL_web_0	2022-06-01 01:27:22	2022-06-01 15:41:33
286885	P20Z10200N0157	null	D00872	D00872_web_0	spatialRNAqc	ProjectID=P20Z10200N0157,SampleID=D00872,subSampleID=null,SubProjectID=null,LibraryID=null,FQ1=/ldfssz2/zebra_bgiseq500/BGISEQ02/DIPSEQ/DIPSEQT10/P20Z10200N0039_Temp/Temp/220531_SEQ041_SS200000872BR_L01_Temp/SS200000872BR_L01_read.fq.gz,FQ2=null	BarcodeStart=0|BarcodeLength=25|BarcodeSegment=1|RC=false|Platform=T10|FragmentID=D00872|Positions=1-41_1-41|FovListFile=/ldfssz1/ST_BIGDATA/RELEASE/workflows/spatialRNA_qc/T10_41_41.txt|feedback_code=spatialRNAqc	st_bigdata	Succeeded	/jdfssz1/ST_BIGDATA/Stereomics/P20Z10200N0157/null/D00872_web_0	2022-06-01 01:27:23	2022-06-01 14:51:30
286886	P20Z10200N0157	null	SS200000872BR	SS200000872BR_web_0	spatialRNAqc	ProjectID=P20Z10200N0157,SampleID=SS200000872BR,subSampleID=null,SubProjectID=null,LibraryID=null,FQ1=/ldfssz2/zebra_bgiseq500/BGISEQ02/DIPSEQ/DIPSEQT10/P20Z10200N0039_Temp/Temp/220531_SEQ041_SS200000872BR_L01_Temp/SS200000872BR_L01_read.fq.gz,FQ2=null	BarcodeStart=0|BarcodeLength=25|BarcodeSegment=1|RC=false|Platform=T10|FragmentID=SS200000872BR|Positions=1-41_1-41|FovListFile=/ldfssz1/ST_BIGDATA/RELEASE/workflows/spatialRNA_qc/T10_41_41.txt|feedback_code=spatialRNAqc	st_bigdata	Succeeded	/jdfssz1/ST_BIGDATA/Stereomics/P20Z10200N0157/null/SS200000872BR_web_0	2022-06-01 01:27:23	2022-06-01 15:41:37
286887	P20Z10200N0157	null	D00871	D00871_web_1	spatialRNAextraction_v1	ProjectID=P20Z10200N0157,SampleID=D00871,subSampleID=null,SubProjectID=null,LibraryID=null,FQ1=/ldfssz2/zebra_bgiseq500/BGISEQ02/DIPSEQ/DIPSEQT10/P20Z10200N0039_Temp/Temp/220531_SEQ041_SS200000871BR_L01_Temp/SS200000871BR_L01_read.fq.gz,FQ2=null	BarcodeSegment=1|BarcodeLength=25|Platform=T10|BarcodeStart=0|RC=False|Primer_type=171-CPIP2|FragmentID=D00871A1,D00871A2,D00871A3,D00871A4,D00871A5,D00871A6,D00871B1,D00871B2,D00871B3,D00871B4,D00871B5,D00871B6,D00871C1,D00871C2,D00871C3,D00871C4,D00871C5,D00871C6,D00871D1,D00871D2,D00871D3,D00871D4,D00871D5,D00871E1,D00871E2,D00871E3,D00871E4,D00871E5,D00871F1,D00871F2,D00871F3,D00871F4,D00871F5,D00871F6|Positions=1-9_33-41,7-15_33-41,14-22_33-41,20-28_33-41,27-35_33-41,33-41_33-41,1-9_27-35,7-15_27-35,14-22_27-35,20-28_27-35,27-35_27-35,33-41_27-35,1-9_20-28,7-15_20-28,14-22_20-28,20-28_20-28,27-35_20-28,33-41_20-28,1-9_14-22,7-15_14-22,14-22_14-22,20-28_14-22,27-35_14-22,1-9_7-15,7-15_7-15,14-22_7-15,20-28_7-15,27-35_7-15,1-9_1-9,7-15_1-9,14-22_1-9,20-28_1-9,27-35_1-9,33-41_1-9|feedback_code=spatialRNAextraction	st_bigdata	Succeeded	/zfssz2/ST_AUTO/autoanalysis/P20Z10200N0157/null/D00871_web_1	2022-06-01 02:11:56	2022-06-01 10:03:02
